"No_Exercise","Few_Fruit_Veg","Obesity","High_Blood_Pres","Smoker","Diabetes","Uninsured","Elderly_Medicare","Disabled_Medicare","Prim_Care_Phys_Rate","Dentist_Rate","Community_Health_Center_Ind","HPSA_Ind"
27.5,-1111.1,20.3,29.1,21.6,4.9,6618,6158,1029,37.9,15.5,1,2
27.8,80.1,23.9,-1111.1,27.1,11.2,4026,4696,1154,77.5,23.3,2,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,10.4,2095,2544,473,82.6,27.5,2,2
-1111.1,-1111.1,8.3,-1111.1,-1111.1,8.9,1144,1908,373,51.2,10.2,2,1
24.4,80.6,25.5,-1111.1,27,8.7,12507,13530,3711,64.1,27.5,2,2
39.1,87.2,30,32.4,28.2,11.5,10476,7542,3047,43.8,20.1,1,2
20.9,73.9,22.5,28,22.4,9,12761,13356,2600,85.9,50.7,2,2
24.6,80,23.5,30.7,27.7,7.2,46045,24588,7430,83.4,45,1,2
26.7,89.5,17.2,-1111.1,33.5,7.3,2454,2279,447,26,8.7,2,1
19.7,74.7,15.9,24.7,30,6.2,3972,4227,553,47.2,35.4,2,2
32.2,80.4,26.6,28.2,27.1,10,18221,16906,3774,38.8,14.2,2,2
28.2,82.3,23.2,-1111.1,23.1,6.5,3851,4992,866,69,23,2,2
28.5,80.5,31.2,-1111.1,21.9,8.4,10613,5877,1738,36.5,19.2,1,2
23.6,66.8,21.1,24.9,19.4,4.3,32028,21216,5086,247.3,54,1,2
34.5,83.9,34.6,-1111.1,31.5,12.6,10510,7053,2367,35.1,12.9,1,2
21.6,73.9,23,29.1,23.9,7.1,40769,40806,7028,148.8,45.1,2,2
30.7,83.7,27.7,-1111.1,26.4,8.5,6740,4734,1480,14.7,12.9,2,2
30.4,86.8,28.6,28.6,28.4,12.2,23445,23803,6157,70.9,32.6,1,2
-1111.1,90.4,-1111.1,-1111.1,9.1,14.1,1357,1497,327,17.8,8.9,2,1
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,7.5,1206,1320,396,24.7,0,2,1
26.9,82.7,27.1,-1111.1,19.9,6.8,6119,5219,1852,50.3,26.1,1,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,14,3538,1830,506,15,20,1,2
23.7,74.7,22.1,28.5,21.2,8.2,53139,50703,8956,91.8,44,2,2
33.8,85.1,34,33.5,20.6,9.3,9257,8597,3273,55.3,14.3,1,2
26.2,75.2,26.5,23.6,26.8,7.3,14939,8063,2351,26,7.7,1,2
31.6,70.8,23.7,36.9,30.4,8.6,6741,10438,1998,76.1,24.8,2,2
23.8,71.6,19.6,28,23.6,6.1,10750,19560,2684,109,41.1,1,2
36.2,85.8,36.9,-1111.1,23.4,18.7,4215,3244,1021,84.8,25.5,2,2
28.5,-1111.1,30.7,25.6,36.1,8.9,7129,1968,792,17.1,7.3,2,1
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,995,813,172,0,0,2,2
25.2,78.4,24.3,28.8,27.2,6.4,14939,15914,3205,75.2,28.4,2,2
21.3,-1111.1,20.5,24.3,-1111.1,6.7,4368,4390,869,118.8,42.4,1,2
31.9,76.5,25.1,24.2,26,7.9,17715,11550,3782,34.8,13,1,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,6,1839,1465,415,77.6,0,1,2
30.6,79.8,23.8,33.5,26.5,8,7926,7405,1664,64.6,34.1,2,2
34.9,81.2,25.8,-1111.1,25.1,8.7,9847,9094,2655,53.5,39.7,1,2
26,74.6,28.6,-1111.1,24.1,6,8116,7880,1824,40.1,15.7,2,2
30.3,78.7,22.3,-1111.1,26.8,14.9,5558,6180,1622,34.7,20.8,2,2
28.4,-1111.1,16.1,-1111.1,17,6.9,4013,6605,941,99.5,24.9,2,2
28.4,-1111.1,-1111.1,-1111.1,-1111.1,4.5,2514,3074,791,49.4,9.9,2,2
24.6,86.3,-1111.1,-1111.1,20.1,10.6,4839,3910,1075,44.6,16.2,2,2
22.2,77.5,20.4,24,18.6,5.3,89470,62894,11253,105.5,41.6,1,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,18.3,1895,2755,713,69.7,31.7,2,2
33.1,-1111.1,29.5,-1111.1,28.5,8.8,4725,3390,954,43.9,22,2,1
29,74.9,27,41,21.2,5.3,10019,16403,2163,82,42.8,2,2
31.6,78.2,27.3,31.7,25.5,7.8,12599,10957,3146,83.2,42.7,2,2
20.4,75.9,20.9,26.1,21.7,7.3,19474,21681,4534,127.5,50.1,1,2
34,-1111.1,33.1,-1111.1,-1111.1,14.9,3466,3664,1181,18.6,14,1,1
23.1,68.8,19,20.4,33,5.1,25075,10770,2478,55.8,43.3,2,2
15.2,67.4,19,20.8,16.7,4.9,12995,10821,1615,384.3,125,1,2
13.7,-1111.1,19.1,-1111.1,-1111.1,5.9,2102,2188,353,47.1,15.7,2,2
29.6,-1111.1,32.7,-1111.1,24.2,8.5,4844,4676,968,94.1,31.4,1,2
21.3,-1111.1,23.4,-1111.1,29.9,6.2,6429,5421,1468,34.5,12.9,1,1
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,4.6,1575,2198,405,24.8,16.6,2,2
32.6,87,29,-1111.1,28.3,6.3,4363,4526,1129,40.3,18.8,1,2
26.1,83.9,25.4,27.6,24.7,8.6,21637,13182,4094,190.8,30.2,1,2
-1111.1,-1111.1,-1111.1,-1111.1,24.7,6.9,2360,4176,510,62.7,26.1,2,2
26.7,77,24.7,25.3,26.7,6.3,20112,16409,3384,48.4,20.2,2,2
33.3,84.5,33.1,-1111.1,26.4,8.5,7937,6205,2577,53.4,27.8,2,2
43.6,86.8,31.5,29.5,30.2,11.9,27896,12754,5974,50.2,17.2,1,2
27.9,70.6,29.3,29.3,34.5,8.1,11719,13579,3303,49.7,28.1,2,2
33.2,80.6,25.1,36.6,28.9,10.6,17451,15783,3591,56.3,24.4,2,2
30.7,72.4,19.4,28,20.6,5.3,8185,9504,2310,62.7,20.4,2,2
41.2,81.5,32.1,33.6,27.3,9.6,11794,6796,2251,38.1,15.9,1,2
36.1,79.4,29.2,-1111.1,33.6,12.6,6391,3872,1714,78,21.5,2,2
24.9,72.9,20.9,21.3,24.7,8.4,7072,8388,1736,49.2,27.1,2,2
31.8,72.7,20.6,-1111.1,31.3,12.2,5392,4972,1220,24,8.7,2,2
35.5,81.2,26.2,33.1,30.8,9.1,10693,11576,2569,70.2,28.9,1,2
-1111.1,80.9,26.3,-1111.1,-1111.1,8.9,2196,2070,562,121.5,30.4,2,2
17.8,-1111.1,-1111.1,-1111.1,-1111.1,5.8,3198,6403,881,91.1,37.1,2,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,812,596,116,0,0,2,1
24.8,75,28.8,24.7,22.2,4.3,16125,10776,2122,43,8.6,2,2
31.1,80.8,28.7,-1111.1,26.1,12.7,8414,5476,2086,64,18.3,2,2
18.1,77.4,19.4,19.9,17.7,4.9,74506,53101,10369,91.9,39.9,1,2
28.6,-1111.1,-1111.1,-1111.1,21.2,17,3285,2716,873,10.1,15.2,1,1
23.3,-1111.1,-1111.1,-1111.1,20.2,7.8,2598,2123,543,30.1,22.6,2,1
22.3,64.7,15.6,23.8,28.3,8,4859,4645,706,94.2,49.4,1,2
32.1,80.3,25,36,30,11.7,17529,13496,4266,62,41.1,1,2
29.6,74.5,23.1,31.4,23.7,9.8,9035,8973,2231,50.5,17.8,2,2
28.8,79.2,31.1,41.1,23.1,12.7,12968,9539,2657,57.7,26.2,1,2
34.8,76.6,22.9,22.3,30.8,7.6,4736,5292,1122,34.5,15.9,1,2
-1111.1,-1111.1,12.1,-1111.1,-1111.1,11,2363,3211,657,87.9,22,2,2
27.6,-1111.1,22.6,-1111.1,14.8,9.4,277,555,35,493.2,41.1,2,2
21.9,73.9,24.7,32.2,20.4,5.4,1019,2246,232,54.2,27.1,2,2
38.9,76.8,19,28.5,24,9.6,1714,905,119,0,0,2,1
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,141,-2222,-2222,0,0,2,1
25.5,79.1,22.9,31,21.7,3.1,710,1433,102,44.5,29.7,2,2
27.9,-1111.1,19.8,-1111.1,16.7,11.1,290,689,35,65.6,98.4,2,2
27.9,92.5,-1111.1,-1111.1,12.9,4.3,283,557,32,0,0,2,1
18.2,79.8,20.9,19.5,19.3,5.3,4827,8897,1355,109.7,55.5,2,2
18.9,80.2,20.9,20.2,21.3,4.9,9220,12118,1933,147.3,48.8,1,2
24.5,71.4,27.9,-1111.1,15.2,9.8,428,1060,43,115.5,46.2,2,1
35.2,77.8,20.6,25.3,14,7.1,582,1107,61,36.4,36.4,2,1
-1111.1,-1111.1,-1111.1,-1111.1,14.2,3.2,251,516,23,46.5,46.5,2,1
22.6,-1111.1,23.5,-1111.1,16.8,5.7,519,507,40,0,0,1,1
-1111.1,86.4,19.7,-1111.1,22.4,6.5,209,606,65,38.1,38.1,2,2
32,-1111.1,31.4,-1111.1,13.4,8.9,673,1025,59,0,26,2,1
19.3,77.3,19.9,-1111.1,16.5,7.3,185,772,44,139.7,55.9,2,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,279,413,31,57.5,0,2,1
18.8,78.1,20.7,19.1,20.5,5,5849,6216,932,141,50,1,2
27.5,-1111.1,16.4,-1111.1,12.7,6.3,541,625,45,153,38.2,2,1
-1111.1,-1111.1,16.6,-1111.1,18.3,2.8,275,609,35,120.1,40,2,1
25.4,87.1,-1111.1,18,-1111.1,5.8,339,708,35,0,40.2,2,1
32.6,-1111.1,16.4,-1111.1,23,2.7,450,578,37,0,0,2,1
32.4,-1111.1,21.8,-1111.1,19.3,7.8,352,1111,54,22.8,22.8,2,1
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,376,554,31,0,48.6,2,1
29.5,72.9,28.1,28.8,17,12.4,842,1333,118,18.1,18.1,2,1
29.6,-1111.1,34.6,-1111.1,14.4,8.5,544,1104,42,165.9,66.4,2,1
28,73.3,31.8,27.5,27.5,6.7,878,722,74,35.8,17.9,2,1
29.6,77.5,25.8,27.5,20.1,7.1,1135,1912,200,34.9,11.6,1,1
21.4,77.5,28.7,21.6,24,5.7,709,1258,119,59.8,35.9,1,1
23.9,79.3,25.6,26.8,22.8,5.5,2164,3779,527,39.2,27.4,2,2
34.8,73.8,33.2,24,29.2,7.1,1121,1136,141,107.5,15.4,2,2
32.1,-1111.1,29,-1111.1,20.4,9.9,313,1008,55,87.6,58.4,1,1
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,274,199,26,0,55.2,1,1
25.8,72,24.2,27.7,16.7,8,753,1624,119,49.8,24.9,2,2
26.4,86.1,22.2,30.4,21.8,8.2,560,964,59,209.7,46.6,2,2
24,80.3,25.8,23.1,24.5,7.2,1138,2136,259,113.7,70,2,2
28.4,73.9,24.2,30.8,21,6.6,359,1106,89,68.8,34.4,2,2
30.8,80.2,17.8,-1111.1,16.6,11.8,270,496,33,41.3,41.3,2,2
23.9,78.2,24.8,23,23,3.7,1084,2467,247,69.2,57.7,2,2
29.3,81,37.2,21.9,35.6,13.7,3056,1302,331,64.9,57.7,1,1
31.7,74,23.2,25.8,21.2,4.6,314,745,56,0,0,2,1
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,302,411,30,0,0,1,1
21.9,-1111.1,-1111.1,12.9,-1111.1,15,1111,225,67,23.9,23.9,2,1
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,118,-2222,-2222,0,141,2,1
18.4,75.4,22.6,23.3,19.5,4.5,1905,3635,516,86.1,45.3,2,2
-1111.1,-1111.1,-1111.1,-1111.1,20.5,5.3,138,-2222,-2222,0,49.8,2,2
22.8,78.4,25.6,31.2,19.6,7.8,1762,3708,486,86.4,38.4,2,2
28.9,80.8,20.4,-1111.1,16.3,4.4,273,580,34,39.3,0,2,1
21.1,79.3,27.9,18.1,14.3,6.4,609,1542,89,72.1,36.1,1,2
25.9,78.1,19.3,27.7,24.9,8.5,1196,2321,294,86.2,51.7,1,2
21.6,78.4,22.5,22.4,22.2,5.6,5151,7370,1074,95,66.3,2,2
27.6,73.6,29.1,33.1,14.1,6.4,382,1270,96,43.7,43.7,2,1
21.4,77.8,24.3,26.7,24.9,5,1970,3319,496,93.4,83,2,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,4231,4062,1127,31.6,17.6,1,1
30.7,74.5,-1111.1,20.7,23.2,1.9,10457,14658,2197,76.2,38.6,1,2
-1111.1,-1111.1,13.9,-1111.1,18.8,4.3,4358,7035,828,49.9,35.1,2,2
-1111.1,-1111.1,17.8,-1111.1,35.4,7,13169,14910,2690,37.8,32,1,2
22,-1111.1,-1111.1,-1111.1,-1111.1,4.1,7751,6273,1371,27.4,27.4,1,2
-1111.1,85.8,-1111.1,-1111.1,-1111.1,8.2,3038,7487,853,52.9,29.6,2,2
-1111.1,82.1,-1111.1,-1111.1,-1111.1,11,7199,12090,1908,62.1,41.9,1,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,9.5,4747,4888,1152,51.8,15.8,1,2
23.2,76.6,28.8,24.5,25.2,6.8,30148,36047,6898,59.9,37.4,2,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,5.3,2779,3036,473,37.4,17,2,1
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,14.1,3236,4789,876,27.7,20.2,2,2
21.1,73,35.5,28.7,24,8.9,14348,20629,3745,58.3,34.4,2,2
20,74.6,22.4,20.1,24,4.1,15356,14489,3314,62.4,30.4,1,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,3494,5343,972,108.1,21.1,2,2
28.4,76.9,19.2,22.3,27.8,7.1,12241,17271,2608,45.1,26.1,1,2
-1111.1,85.5,-1111.1,-1111.1,-1111.1,8.5,3750,5105,975,37.9,27.1,2,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,6.5,4376,7398,1068,35,37.1,1,2
24.6,77.3,23.6,26,23.9,7.5,159091,202342,27834,165.4,78.6,1,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,8,4241,7698,979,47.2,15.1,1,2
-1111.1,-1111.1,17.9,-1111.1,-1111.1,10.2,3902,5225,858,81.8,51.1,2,2
12.7,74.7,20.2,22.7,17.6,5.6,8118,8997,1194,105.1,22,2,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,8.9,8150,12208,1700,45.8,52.1,2,2
22.4,75,23.5,27.5,21.3,8.3,9422,14099,2304,62.1,34.7,2,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,2986,3717,650,35.5,28.4,1,2
23,76.7,23.3,22.9,24.4,6.2,123610,105250,19930,116.5,67.1,1,2
14.9,-1111.1,11.6,-1111.1,-1111.1,5.2,3927,5862,775,55.9,34.9,2,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,9.4,4096,4435,1221,111.6,41.5,2,2
19,-1111.1,28.4,-1111.1,18.2,11.4,7850,9738,879,66.2,33.6,2,2
19.5,72.8,22.6,21.2,20.4,8.5,11774,13640,2077,87.5,32.9,2,2
-1111.1,-1111.1,19.1,-1111.1,-1111.1,5.7,5611,6239,1311,51.1,36.5,2,2
23,73.5,22.5,24.7,22.6,7.6,84700,113184,19094,158.6,63.2,1,2
28.4,85.1,24.6,-1111.1,19.7,11.9,6405,8619,1072,58.5,35.4,1,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,2980,4179,632,28.1,18.7,2,1
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,1685,2805,486,50.3,18.8,1,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,2557,4135,534,40.7,27.2,2,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,5.8,4471,5543,1162,58.4,30.4,1,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,3153,3367,801,44.8,17.2,1,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,6063,2820,361,52.9,24.1,2,1
21.1,82.6,-1111.1,-1111.1,-1111.1,10.5,6421,8868,1343,71.2,36.4,2,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,7.9,4064,4190,1191,26.8,14.9,1,2
28.8,81.2,-1111.1,-1111.1,-1111.1,14.3,7472,13689,2264,58.1,43.9,2,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,3.2,4323,7512,1323,54.8,32.5,2,2
23.9,80,15.8,19.5,32.8,8.1,14756,33066,3864,47.3,59.4,2,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,5.8,8674,8817,2802,38,20.6,1,1
26.5,77.7,27.9,25.2,28.7,9.3,12111,17137,2864,38.1,31.7,2,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,12.2,4253,6486,896,42.9,23.6,2,2
27.2,78.6,25.8,26.7,26.7,6.8,32938,35882,5262,55.7,39.5,2,2
26.6,79.8,25.9,23.4,27.7,8.6,56676,55786,11178,131.6,51.1,1,2
-1111.1,-1111.1,10.8,-1111.1,8.8,3.4,3064,5002,828,46,21.8,2,2
27.5,78.1,22.5,25.3,23.1,7.4,28707,44112,6117,115.2,62.1,1,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,10.6,6104,8903,1848,54.6,41,2,2
21,74,21.3,20.6,21.4,6.5,11262,17240,1871,63.5,38.9,2,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,3393,3197,699,17.2,17.2,2,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,8.6,3007,5951,697,58.2,26.7,2,2
16.3,77.1,29.7,24.1,22,6.8,7576,13612,2075,52.2,32.5,2,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,1931,2460,404,20.4,6.8,1,2
25,76.6,24.2,25.7,22.5,8,52626,80019,14598,116.7,54.4,1,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,1870,1914,372,6.7,6.7,2,1
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,3.9,3037,3089,679,11.7,14.6,2,1
27.2,78.7,22.1,-1111.1,29.9,8,8846,12529,2609,59.6,43.2,2,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,1329,1515,215,7.1,7.1,2,2
-1111.1,-1111.1,-1111.1,-1111.1,15.8,-1111.1,3816,7164,893,50.5,28.9,2,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,1886,2515,452,20.5,20.5,2,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,3862,4495,1098,14.2,17,1,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,6.6,3763,5670,1060,35.9,30.2,2,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,4027,3473,900,56.8,14.2,1,2
16.6,77.1,21.7,21.1,24.1,4.6,13000,16989,2390,38.6,30.2,2,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,4.9,3534,5527,939,23.5,11.8,2,1
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,2187,4772,471,37.2,25.8,1,2
27,77.2,22.4,25.3,23.6,6.4,12099,18920,3013,63.3,48.5,1,2
29.3,85.7,31.3,-1111.1,-1111.1,10.8,7167,9233,2025,63.8,35.9,1,2
26.1,75.5,-1111.1,-1111.1,-1111.1,9.2,6129,7761,1162,30.8,29.2,1,2
39.5,85.8,31.3,-1111.1,-1111.1,6.8,10889,11534,3446,57.5,32.7,1,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,6.6,5375,9320,1642,52.2,36.5,1,2
-1111.1,-1111.1,13.4,-1111.1,-1111.1,2.1,3504,5449,841,55.4,20.5,2,2
29.6,77.1,22.8,27.1,24.4,8.1,35300,59717,7829,89.1,46.8,1,2
24.9,77,21,24.1,28,6.9,46740,74098,10557,105.2,52.1,1,2
25.8,79.1,30.1,32.4,25,7.8,24661,33813,5021,52.4,46.1,1,2
28.9,85,33.9,26.1,23.5,7.3,8081,13867,1703,53.3,32.6,2,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,7,3563,3508,576,35,28.4,2,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,2286,3932,500,48,34.3,2,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,1712,1441,421,0,0,1,1
19.3,72.5,19.2,20.3,19.4,6.2,13464,15542,2504,82.4,19.8,2,2
26.5,75.5,19.9,23.7,32.7,9.5,6603,9564,1678,56.3,32.1,2,2
29.7,80.4,24.3,22.5,26,9.2,8559,14627,2088,60.7,29,2,2
-1111.1,-1111.1,-1111.1,10.8,-1111.1,5.3,3434,5575,660,64.6,38.8,2,2
23.4,83.1,24,24.2,17.4,5.9,10402,13387,1714,75.8,31.5,2,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,1515,3561,414,61.4,21.9,2,2
39.7,82.8,31.3,45.6,30.2,9.4,5214,2497,797,36.4,27.3,2,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,13.7,929,1194,114,0,17.5,2,2
35.3,87.5,23.5,-1111.1,29.6,11.1,2819,1778,386,0,20.8,2,1
27.8,-1111.1,23.1,17.5,-1111.1,3.4,1091,907,69,37.2,0,2,2
34.3,82.8,24.1,32.6,32,9.1,3424,2769,435,84.7,58.3,2,2
38.9,82.6,35.4,-1111.1,32.9,9.2,2102,1759,272,38.9,46.7,2,2
34.7,85.6,20.9,34.3,34.5,7.9,6855,5516,1175,26.4,21.2,2,2
31.9,86.8,28.5,41,26.7,10.5,6622,4597,680,19.8,16.5,1,2
25.1,84.3,21.7,24.2,26.4,5.8,10906,8397,1164,42.6,31.4,2,2
35.9,84.9,22,33.2,24.8,7.8,8152,7659,1407,55.2,48.8,2,2
33.2,83.9,26.1,30.6,25.8,8.9,9497,4748,1023,42.5,33.6,1,2
35.9,81.4,22.3,32.5,29.6,7.6,3523,2627,692,19.6,26.1,2,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,7.1,734,555,47,70.6,0,2,1
23.4,84.4,20,24.1,23.1,4.7,28553,15714,2759,50.7,46.2,1,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,8,1386,958,205,17.4,0,2,1
30.1,83.3,23.7,28.9,29.9,8.8,19647,11030,2175,66.7,51.6,2,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,8.3,1192,1023,143,30.4,15.2,2,1
39.5,85,22.5,32.4,27.7,7.7,2423,2597,678,59.7,26.5,2,2
34.7,84.8,26.7,32.6,25.2,6.6,10659,8035,1773,27.7,23.3,2,2
28.7,81.7,24.3,29.6,22.7,7.2,4747,3316,468,75.4,43.6,2,2
39.1,86.8,25,31,29.4,11.2,7896,5182,1030,46,23,2,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,6,911,933,92,43.8,0,2,2
-1111.1,-1111.1,17.7,-1111.1,-1111.1,4.2,670,843,79,75.7,50.5,2,2
28,84.5,28.8,27.7,26.5,7,8883,8849,1376,77.2,50.9,2,2
35.5,81.3,25,34.6,27,10.8,4707,5024,943,36.7,29.4,2,2
29.6,83.9,26.7,26.5,21.4,6.9,7191,5349,929,40.5,20.3,2,2
22.2,93.1,24.5,-1111.1,15.6,8.7,1050,993,95,20.9,0,2,1
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,12.7,1123,1201,140,67.8,16.9,2,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,755,558,74,33,33,2,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,551,750,65,60.4,30.2,2,1
37.5,-1111.1,24.3,31.8,26.4,6.5,2608,2083,468,16.4,8.2,1,1
32,88,22.7,31.8,29.8,6.2,2968,2417,487,14.5,14.5,2,1
30.6,77.9,25.4,30.4,25.5,10.4,4971,3295,468,60.3,49,2,2
-1111.1,86.3,-1111.1,-1111.1,-1111.1,10.1,1473,1326,231,15.5,15.5,2,2
33.6,-1111.1,30.8,-1111.1,23.3,9.9,2273,1636,383,29.2,19.5,1,1
29.9,83.3,25.4,30.6,25.6,9.5,8331,8055,1133,53.8,53.8,2,2
29.1,75.4,27,31.2,22,5,2205,2127,229,28,48.9,2,2
34,-1111.1,30.5,-1111.1,31.8,14.9,2147,1892,302,50.8,30.5,2,2
33.7,89.1,34,-1111.1,30.5,10.2,2174,1194,295,112.8,47,2,2
38.3,84.9,27.5,26.4,27.3,10.7,9523,6644,2021,10.1,16.2,2,2
34.9,82.7,30.8,30.5,29.6,9,5434,4170,760,24.8,21.7,1,1
33.8,89.8,25.2,27,25.5,6.2,5484,3340,572,5.4,13.6,1,2
35.6,-1111.1,28.6,-1111.1,-1111.1,12.5,1694,1331,236,21.9,11,2,2
28.2,82.2,25.7,27.4,22.8,6.9,4589,3560,658,29.9,19.9,2,2
35.9,85.5,29.9,33.9,24,7.2,8232,4604,1231,20.6,26.5,1,2
40.5,85.8,26.1,43.8,35.6,9.3,3960,4033,779,15,25,2,2
-1111.1,-1111.1,-1111.1,-1111.1,4.9,6.9,1272,1351,123,27.2,54.3,2,2
38.2,83.7,33.6,-1111.1,34.4,5.4,2715,2429,401,20.7,27.7,2,2
31.8,90.6,23.7,28.5,28.2,9.4,6736,5380,1027,32.9,25.3,2,2
31.2,78.8,19.2,30.7,34.2,11.1,2345,2007,389,46.6,31.1,2,2
36.1,85.9,28,33.6,26.8,9.2,12511,10503,2311,53.8,43.9,1,2
37.5,83.1,21.9,-1111.1,18.6,9.4,1554,1644,301,35.7,17.8,2,2
33.1,89.3,33.6,32.2,24,12.2,1714,1758,310,9.2,0,1,1
33.5,85.8,23.3,31,29.6,13.9,2444,1835,425,26.2,17.5,2,1
30.6,83.9,22.8,25.5,24.2,7,110788,79894,13091,101.2,62.2,1,2
37.7,80.3,28.5,35.3,29.9,10.4,7356,5602,1189,27.7,32.7,2,2
33.2,88.1,30.7,36.8,25.7,10.4,7362,3393,552,11,17.6,1,2
32.1,83.2,25.3,33.3,30.6,10.8,6543,6090,1170,42.6,21.3,2,2
39.1,78.7,23.5,-1111.1,36.7,10.1,2841,2324,503,11.9,23.7,2,2
23.3,85,21.2,24.2,19.5,6,10174,7146,1211,62.2,39,2,2
33.8,82.6,26.3,36.4,28.6,7.2,7457,6640,1465,58.2,33.6,1,2
30,88.5,25.8,35.2,29.3,7.1,6129,5168,1195,73.6,39.6,2,2
31.7,83.7,27,27.7,29.8,9.5,11266,8545,1678,43.9,35.2,2,2
34.5,-1111.1,24.2,-1111.1,41.8,8.4,2879,2003,443,25.7,25.7,1,2
-1111.1,-1111.1,-1111.1,-1111.1,14.4,6.4,746,645,38,0,30.2,2,1
29.2,88.9,23.7,29,27.5,8.9,9470,7576,1298,32.2,28.5,2,2
35,82.4,31.2,34.8,33.7,8.6,5136,3882,932,24.2,20.2,1,2
33.1,84.8,27.7,36.5,26.8,10.2,8039,5143,1590,14.7,31.8,2,2
36.6,86.3,28.3,32.3,23.2,10.2,7262,6955,1014,53.6,41.9,2,2
30.4,84,20.6,21,24.8,5.5,3960,1962,205,29.8,39.8,2,2
34.7,-1111.1,-1111.1,-1111.1,-1111.1,17.6,2111,1619,206,35.2,23.5,1,1
27.6,83.7,22.1,26.8,23,6.9,84483,72253,11742,97.9,53.1,1,2
28.4,89.2,24.7,30.6,28,7.9,8511,4334,817,12.5,10.9,1,2
29.6,77.9,20.1,33.8,24.9,9.9,7160,8774,1121,48.8,36.6,2,2
24.8,79.5,22.5,-1111.1,23,6,2218,2012,277,17.4,8.7,2,2
