"No_Exercise","Few_Fruit_Veg","Obesity","High_Blood_Pres","Smoker","Diabetes","Uninsured","Elderly_Medicare","Disabled_Medicare","Prim_Care_Phys_Rate","Dentist_Rate","Community_Health_Center_Ind","HPSA_Ind"
27.5,80.5,26.5,28.6,33.7,8,1672,822,108,60.3,30.2,1,2
26.7,72.5,21.4,-1111.1,19.3,8.4,712,755,132,44.3,22.1,2,1
21.2,75.4,17.2,26.1,20.2,3.6,1554,1518,161,70.7,40.4,1,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,326,236,18,0,0,2,2
20.9,77.8,21.9,29.6,18.5,6.5,11727,11281,1952,86.7,61.6,1,2
22.6,78.5,22.7,-1111.1,15.7,4.4,919,952,101,73.2,18.3,2,2
24.9,74.3,18.9,26.1,22.2,5.8,1791,1950,329,79.9,53.3,1,2
-1111.1,82.5,-1111.1,-1111.1,10.6,10.3,361,463,27,0,0,2,1
26.9,80.4,22.8,29,21.9,7.2,1162,1519,177,80.6,46,1,1
27.9,76.8,24.8,33.6,25.7,6.9,1369,1740,369,67.1,44.7,2,2
27.7,83.5,21,-1111.1,25.7,3.8,296,512,41,36.8,36.8,2,2
23.5,74.1,24,22.5,16.2,6.5,2311,2241,269,103.9,60.6,2,2
16.3,71.7,14,21.3,17.8,5.1,11102,10767,1871,90.2,52.9,2,2
13.5,77.3,11.5,15.2,14.9,2.9,9074,6329,741,86.9,46,1,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,243,222,13,0,0,2,1
30.4,79.1,29.9,27.2,35.3,10.2,3578,1247,204,59,29.5,1,1
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,258,175,31,0,0,2,1
15.3,-1111.1,20.5,-1111.1,15.5,11,567,393,65,0,0,2,1
22.5,76.7,24.3,25.7,26.2,6.2,3138,2085,338,73.6,49.1,2,2
18.1,80.1,15.3,21.8,21.7,5.4,1246,1114,275,80.6,17.9,2,1
24.9,-1111.1,22.5,-1111.1,11.6,8.5,539,378,45,0,0,2,1
22.3,75.8,20.8,24.3,23.6,5.6,5585,3696,580,70.7,38.9,1,2
19.5,78.6,20.5,21.1,18.3,5.7,6333,6836,1346,90.7,54.7,1,2
-1111.1,85.9,-1111.1,-1111.1,4.2,9.1,375,620,60,99.9,49.9,2,2
24.2,79.7,22.3,29,27.3,6.8,3366,3010,833,83.4,41.7,1,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,418,336,17,0,0,2,1
20.6,69.1,14.5,21,17.2,3.2,1281,1145,104,96.2,13.7,1,2
-1111.1,-1111.1,-1111.1,-1111.1,18.4,7.2,491,341,44,150.1,50,2,2
24.1,-1111.1,20.8,-1111.1,20.3,9.1,773,715,172,0,74.7,2,2
12.8,75.6,15,20,20.1,3.9,14069,9655,2009,88.9,56,1,2
26.9,80.7,16.1,17.5,17.2,3.2,952,752,147,88.9,22.2,2,1
20.9,74.8,13.7,20.3,18.3,3.2,2443,2267,329,106.5,62.6,1,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,141,-2222,-2222,0,0,2,1
33.5,76.8,20.7,-1111.1,14.9,6.5,841,815,82,23.9,23.9,2,1
26.8,75.9,27.9,-1111.1,21.4,11.2,1292,1084,109,49.3,32.9,2,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,363,276,17,0,0,2,1
22.7,77.2,24.5,-1111.1,23,7.9,911,988,144,85.7,42.9,2,1
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,228,269,26,90.5,0,2,1
17.7,75.3,17.3,27.2,19.7,6.2,6529,5862,953,62.6,42.6,2,2
27.2,76.4,21.6,29.1,18.9,7.9,1474,1493,205,66,33,1,2
32.3,73.7,30.9,28.8,33.6,13.8,2797,1237,169,38,19,2,2
26.9,79.5,30.9,24.6,22.3,7.4,1958,952,170,54.3,65.1,1,2
26.3,75.7,21,19.9,19.3,8.7,2313,1867,406,63.3,9,2,2
34.4,78.2,23.6,-1111.1,19.5,5.5,541,916,72,28.4,28.4,2,1
23.9,78.9,16.9,28.7,21.7,4.8,4906,5330,1051,84.9,48.5,1,2
31.7,79.1,18.8,23.1,22.1,5.5,1150,1206,124,35.3,11.8,2,2
22.6,70.8,19,-1111.1,18.1,3.4,566,556,46,54.5,27.2,2,1
23.7,79.2,19.8,27.3,16.4,4,1099,1062,126,32.1,32.1,2,2
29.9,73.1,27.9,-1111.1,27.8,6.5,816,460,52,99.4,59.6,2,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,143,165,12,0,0,2,2
29.1,72.3,21.9,25.1,21.2,7.1,1351,1526,152,28,42,2,1
-1111.1,-1111.1,-1111.1,-1111.1,19,3.4,517,399,55,98.2,49.1,2,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,190,200,15,0,0,2,2
21.8,78.9,21.4,25.2,21.1,5.5,17770,17407,2629,102.4,55.6,1,2
22.7,81,24.4,27.4,21,5.5,2956,4585,609,84.7,66.5,2,2
27.2,76.9,23.4,-1111.1,20.3,7.1,1142,1303,106,57.1,14.3,2,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,128,-2222,-2222,0,0,2,1
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,234,-2222,-2222,0,0,2,1
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,166,96,12,0,0,2,1
26.1,-1111.1,28.8,-1111.1,17.6,4.4,898,1278,69,121.3,34.7,2,2
22.7,80.3,28.1,21,27.8,5.8,1549,1697,232,35.2,44,1,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,3.8,399,618,39,265.4,44.2,2,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,5.9,708,757,61,90.1,30,2,2
23.1,82.1,24.8,21,20.4,4.3,4979,4916,625,114.8,62,2,2
24.7,79.4,22.1,-1111.1,19.5,5.7,970,1601,152,26.8,40.2,2,2
20.5,83.4,27.3,-1111.1,21.8,6.6,862,1513,174,45.9,34.4,2,2
25.1,84.2,26.6,23.2,24,7.5,1990,3066,350,19.4,15.5,2,2
25.2,-1111.1,25.2,12.7,12.3,6.6,1132,1744,96,33.1,22.1,2,1
20.8,-1111.1,19.2,-1111.1,11.1,6.6,611,854,46,129.3,25.9,2,2
26.5,82.3,26.1,-1111.1,18.3,5.8,1213,1127,106,65.6,32.8,2,2
25.5,85.5,19.4,27.7,23.7,7.5,1338,1641,191,50,40,2,2
22.9,77.9,24.7,18.8,19.3,5.9,905,1332,138,0,29.7,1,2
30.5,76.5,21.5,-1111.1,18.3,4.2,1758,3584,342,38.3,38.3,2,2
28.6,76.6,26.1,-1111.1,16.6,4.9,1384,1858,103,41.3,31,2,2
26.9,85.4,25.7,25.1,15.4,6.8,2020,2292,232,70.1,35.1,2,2
37.3,84.3,26,22.7,28.4,8.8,3414,2140,379,14.7,24.6,2,2
17.5,84,19.5,20.5,14.7,8.3,1397,1379,158,81.1,57.9,2,2
27.5,80.6,23,21.4,24.4,5.9,4286,3169,378,56.9,48.7,2,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,1.1,292,466,39,49.9,149.7,2,2
22.2,-1111.1,22.7,-1111.1,26.6,8.8,815,1046,94,16.2,32.5,2,1
26.6,79,25.3,28.1,23.4,6.8,3868,6120,696,63.8,58.2,2,2
22,82,22.2,21.5,22.8,6.1,49726,51455,8987,154,66.1,1,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,4.6,373,455,38,46.9,46.9,2,2
32.8,80.8,21.1,-1111.1,10.7,9.5,643,1330,89,62.6,31.3,2,2
-1111.1,90.3,-1111.1,-1111.1,22,11.7,480,820,82,58.5,58.5,2,2
20.1,-1111.1,26.5,-1111.1,18.9,6.7,485,479,40,0,0,2,2
22.8,88.8,24,-1111.1,20.1,5.5,697,1291,158,59.8,39.8,2,2
26,84.3,25.8,27.6,22.7,7.7,1878,4160,837,60.1,47.2,2,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,7.1,492,606,60,0,50.1,1,1
-1111.1,-1111.1,-1111.1,-1111.1,14,10.7,362,488,43,55.1,110.1,2,2
-1111.1,-1111.1,-1111.1,-1111.1,14.7,4.5,276,461,32,0,0,2,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,133,-2222,-2222,0,0,2,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,11,530,598,37,0,0,2,2
27.5,82.9,24.8,23.6,22.3,6.3,7183,7167,1073,74.4,54.4,2,2
29.5,77.7,27,23.3,16.5,6,952,1364,136,73.2,41.8,2,2
24,-1111.1,24.6,-1111.1,12,7.7,502,784,65,28.9,28.9,2,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,260,-2222,-2222,0,0,2,1
-1111.1,-1111.1,24.5,-1111.1,25.9,8.9,609,707,67,0,0,2,1
30.8,83.2,24.4,19.6,17.1,5,1955,2174,209,111.3,46.4,2,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,123,199,15,268.8,268.8,2,2
24,82.8,28.9,-1111.1,16,6.5,972,1139,108,14.9,29.8,2,2
33.2,81.2,24,21.6,19.9,7.4,885,1806,196,63.1,63.1,2,2
-1111.1,-1111.1,-1111.1,-1111.1,20.3,6.7,589,930,77,85.2,63.9,2,2
25.9,76.9,24.2,14.4,17.4,5.5,682,1041,138,29.5,44.3,2,1
26.2,75.3,23.6,24.5,22.6,7.7,1269,1518,187,84,72,2,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,316,195,17,0,0,2,1
33.1,-1111.1,-1111.1,-1111.1,24.8,4.2,613,815,106,0,52.9,2,1
29,77.3,25.5,-1111.1,18.1,7.5,1590,2094,185,44.9,67.3,2,2
22.8,78.8,21.3,20.6,20.6,5.4,23280,26306,4077,84.6,72.5,1,2
22.7,82.8,23.4,26.1,20.9,6.7,4508,5125,827,73,56.1,2,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,118,-2222,-2222,0,0,2,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,218,-2222,-2222,0,0,2,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,104,-2222,-2222,0,0,2,2
24.1,82.5,18.5,23.8,20.2,5.8,4605,5246,731,104.3,73.3,2,2
37.1,81.8,31.3,-1111.1,23.2,9.4,1120,1363,152,37.2,49.6,2,2
26.9,78,23,-1111.1,21.2,9.2,1038,919,117,58.1,19.4,1,1
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,13.1,647,754,69,0,81.8,2,2
29.1,-1111.1,26.8,-1111.1,24.2,7.8,675,1215,164,86.1,43.1,2,2
25.5,82.4,24.6,-1111.1,10.1,7.3,625,1197,104,84.4,84.4,2,2
25,82.1,25.1,30.8,17,6.2,1431,2566,291,70.9,51.6,2,2
-1111.1,-1111.1,-1111.1,-1111.1,13,8.5,443,752,57,69.5,69.5,2,2
27.8,-1111.1,18.6,-1111.1,14.8,12.2,478,586,35,65.4,32.7,2,2
28.5,79,30.9,21.5,15.4,4.7,965,1670,191,116.4,52.9,2,2
33.5,76.8,21.9,-1111.1,23.2,6.1,1006,1236,101,65.8,26.3,2,2
20,84.5,20.7,22,16.8,5.7,3400,2695,204,48,35.2,1,2
22.5,86,18.9,-1111.1,23.3,6.2,569,1027,61,18.4,36.9,2,2
25.5,79.5,21.6,22.6,22.2,6.8,1663,2147,244,81.4,72.3,2,2
31.6,80,28.7,-1111.1,22.6,7.2,1176,1926,255,22.9,57.3,2,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,378,365,16,0,63.8,2,2
22.9,82.1,28.1,24.1,18.5,6.2,1649,2245,241,49.3,49.3,2,2
18.9,81.2,25,20.3,19.9,5.4,9961,7815,1022,86.1,42.3,2,2
26.1,81.2,23.6,23.3,18.8,7.4,1800,2920,323,39.1,24.4,2,2
25.1,77.2,26.1,25.5,22.1,8.8,6288,6143,1180,95.2,51.7,1,2
20.4,77,21.7,21.5,15,6.4,1235,2377,190,65.7,35.8,2,2
29.7,-1111.1,28.2,-1111.1,14.2,7,1139,1247,90,52.9,35.3,2,1
-1111.1,-1111.1,27.6,-1111.1,-1111.1,12.8,595,723,43,32.1,0,2,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,364,-2222,-2222,0,0,2,2
20,-1111.1,24.5,-1111.1,25.5,1.7,846,520,67,0,0,2,1
24.4,79.6,27.1,-1111.1,19.7,8.8,650,1411,127,55.2,18.4,2,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,141,-2222,-2222,0,0,2,2
26.3,-1111.1,-1111.1,-1111.1,-1111.1,14.7,1667,849,137,40.7,54.3,2,2
24.1,84.9,25.6,-1111.1,14.7,5.7,718,1022,83,68.2,45.4,2,2
20.6,86.4,28.4,20.7,19,6.8,1439,2314,214,50.6,25.3,2,2
21.9,79.7,21.3,22.4,20.7,5,1075,1225,102,43.4,43.4,2,2
30.5,-1111.1,20.1,-1111.1,22.5,3.7,491,964,105,26.6,26.6,2,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,235,127,13,0,0,2,2
16.8,71.8,29,29.9,18.1,6.1,1250,2459,215,69.5,48.6,2,2
21.6,79,20.9,29,28,5.9,3588,2999,426,81.4,28.5,2,2
25.6,78.3,21.6,24.8,25.7,7,233547,156919,25387,65.1,20.8,1,2
15.5,76.7,15.6,28.5,22.1,5.3,4964,6130,517,53.2,38.3,2,2
25.4,85.4,23.2,23.3,26.5,5,7168,3025,573,52.7,28.5,1,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,118,141,23,0,0,2,1
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,242,199,31,70,0,1,1
20.9,79.3,22.1,18.2,24.1,5.8,2530,1440,257,40.9,29.2,2,1
21.9,82.1,23.4,-1111.1,19.4,5,787,434,87,58.7,19.6,1,1
16.3,-1111.1,26.5,-1111.1,18.6,10.5,615,744,106,22.8,22.8,1,1
24.7,83.9,22.5,34.5,30.1,7.9,5474,5794,932,23.2,10.5,1,1
29.3,84.7,30.2,-1111.1,38.8,8.3,872,956,176,40.7,20.4,1,1
28.3,78.6,27.7,32.6,28,9.5,5414,7184,1167,24.7,7.4,1,1
18.8,-1111.1,29.7,-1111.1,-1111.1,6,901,471,85,31.4,15.7,2,1
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,498,148,21,0,0,2,1
18.6,77.9,18,23.4,22.2,5.6,48700,39045,6106,87.7,42.8,1,2
21.5,83.3,21.4,-1111.1,18.5,6.7,1213,1307,192,88.9,22.2,2,2
25.9,77.1,19.1,20.7,23.5,5.8,6904,9467,1129,94.5,39.2,1,2
21,74.3,19.8,25.6,22.7,6.4,4492,9691,1739,55.2,43.9,1,2
20.5,69.3,16.3,26.3,21.8,6.8,3925,8039,1163,67.5,40.1,2,2
17.9,71,21.3,24.5,23.3,6.5,4594,10139,1672,75,46.6,2,2
28,73.1,23.6,28.7,27.9,7.3,3379,6192,1228,109.9,29.7,1,2
17.8,68.6,20.4,22.1,18.8,5.6,7844,11414,1716,279.8,54.3,1,2
21.3,73.6,20.5,22,21.5,5.8,32829,40492,7625,87.7,50.6,1,2
19.6,70.3,20,23.3,21.2,6.2,10264,16743,3129,107.6,51.1,1,2
20,71.7,21.1,22.2,21.5,5.8,20311,30222,4961,75.6,49.8,1,2
22.5,70.3,20.2,26.1,23,6.4,9841,12853,2576,73.9,42.9,1,2
20.1,72.9,21.8,25.2,25.1,6,3312,6182,1127,86,37.2,2,2
29.3,73.3,25.8,28.7,24.5,9.3,34462,33917,5591,73.1,42.8,1,2
23,71.8,16.2,26.4,16.6,5.6,85582,128345,11133,154.8,106.7,2,2
25.2,72.7,21.8,24.6,21.1,7.1,36226,53956,7184,81.4,51,1,2
28.5,76.6,24.1,26.8,23.3,7,68258,62211,10632,98,57.9,1,2
27.3,68.9,19.9,34.2,24.1,9.5,11062,19628,2624,42.3,49.4,1,2
31.9,71.8,24.5,31.1,26.6,12.7,22848,18366,4283,55.5,39.8,1,2
30.6,70.6,25.2,26.9,17.8,7.8,119907,84961,15622,138.3,70.9,1,2
24.5,76.1,22.4,25.8,22.8,8.1,27862,28435,4953,47.3,32.1,1,2
33.7,75.9,21.2,24.2,20.3,6.3,115257,60422,9975,78.7,46.9,1,2
16.2,75.1,15.6,22.1,15.3,5.8,9116,13853,1732,133.4,62.1,2,2
24.1,72.3,19.7,27.2,17,6.8,39204,44350,7922,116.6,57.6,1,2
25.1,75.6,19.1,24.2,17.1,7.1,93273,86470,11451,132.7,57.6,1,2
22.1,72.5,17.1,25.2,20.3,5.5,60107,79307,10050,133.3,73.6,1,2
20.5,72.2,16.3,23.5,15.8,5.4,42395,56347,5631,132.3,85.8,1,2
28.4,70.7,22.8,29.3,21.5,8,57317,111640,10963,52.5,42.8,1,2
31.2,75.3,21,24.8,19.1,6.9,81227,55692,9198,82,53.7,1,2
36.3,78.9,26.8,28.8,24,7.1,7266,9124,1566,40.7,31.7,1,2
19.3,73.7,17.1,24.2,15.2,4.7,26858,29719,3066,136.3,77.5,2,2
23,70.8,22.5,25.6,23.2,5.3,13059,14052,2556,49.6,47,1,2
28.1,72.6,20.7,25.8,19.2,7.5,68444,67841,8867,99.3,71.1,1,2
26.3,69.4,24.5,24.8,19.3,6.7,9745,14193,1886,63.4,44.4,1,2
18.9,78.1,17.5,20.2,21,5.4,110478,64019,11097,131.4,47.1,1,2
26.7,-1111.1,16.1,-1111.1,16.6,3.1,948,674,120,0,0,1,1
30.2,81.1,24.1,27.2,23.9,9.4,15927,8480,1615,72.7,25.9,1,1
28.3,82.9,26.6,17.5,23.7,10.5,6608,2244,537,54.3,25.3,1,1
24.5,80.6,20.4,21.4,21.5,8.4,3255,2262,348,87.2,29.1,1,2
26.4,80.8,22.4,18.6,25.1,5.3,10615,5050,1046,54.5,45.8,1,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,7.5,565,492,46,99.2,49.6,1,1
27.7,81.1,22.6,19.9,18.3,6.9,49613,19135,3031,60.2,26.4,1,2
30.7,80.9,29.9,27.4,25.2,9.4,11664,7121,1450,40.8,27.2,1,2
23.4,76.1,20.2,26.5,20.3,9,7021,5031,884,104.2,23.5,1,2
-1111.1,91.7,20.1,-1111.1,-1111.1,-1111.1,1164,645,166,22.9,0,1,1
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,170,210,23,0,0,1,1
25.5,-1111.1,24.9,-1111.1,-1111.1,9.6,1491,719,131,0,0,1,1
34.6,78.6,27.5,22.4,29,7.3,12482,6530,1269,42.3,17.6,2,1
22.8,77.3,15.6,30.5,22.8,6.7,5098,3367,423,61.9,28.6,1,1
12,66.8,12.8,19.7,11.1,3.1,2762,2114,118,143.4,74.4,2,2
35.9,81,25.3,31.7,22.3,9.3,8282,4402,654,30.2,18.9,1,2
22.4,72,26.8,17.9,17,10.4,25653,5273,1099,86.2,37.5,1,1
21.1,87.5,20.6,-1111.1,24.7,15.5,1547,737,203,0,19.6,1,1
22,77.7,24.8,23.2,25.2,8.4,14664,7109,1135,51.9,17.3,1,2
35.3,78.7,24.8,24.3,27.7,6.7,2663,1802,326,75.6,21.6,1,1
28.3,78.9,19.7,16.8,25.4,7.7,10402,4385,1266,49,22,1,2
33.8,81.4,20.5,22.5,24.1,6.8,4828,2170,396,21.9,16.4,1,2
21.7,78.3,22.9,21.2,20,6,17681,10133,1688,66.1,14,1,2
21.6,77.6,22.3,21.7,23.5,5.9,29795,10753,2138,53.9,30.9,1,1
26.7,81.8,21.5,19.1,26.5,7,7797,3426,1100,84.7,16.9,1,2
18.1,75.5,14.7,18.6,19.7,4.2,26794,14468,2496,116.4,47.6,1,2
25.4,75.2,24.4,-1111.1,24.8,8,3382,3120,479,46.8,15.6,1,1
27.8,77.8,19.8,27,25.4,10.4,5032,1754,417,44.1,22,1,1
21,72.1,17.7,21.1,20.3,5.8,8386,3800,878,91.4,53.6,1,2
27.9,84.9,25.2,-1111.1,28.1,8.3,4283,1507,404,5.7,11.4,1,1
24.8,-1111.1,15.5,-1111.1,20.5,2.6,1015,780,111,51.9,26,2,1
27.7,79.8,22,22.3,24.9,6.2,14606,7266,1877,30.3,17.3,1,1
25.9,69.7,20,28.8,21.9,6.8,27651,38196,6670,131.5,71.6,1,2
26.8,77.4,-1111.1,-1111.1,-1111.1,10.2,5614,6785,1354,47.4,19.8,2,1
35.5,73.8,24.4,24.5,19.6,9.2,297330,123073,26592,101.5,28.2,1,2
20.9,76.5,23.2,31.7,25.9,8.8,20762,32601,5788,108.2,58.9,2,2
26.9,75.2,19.9,-1111.1,28.9,4.4,9087,12342,2446,52.1,35.2,2,2
27.1,80.3,23.6,-1111.1,32.7,6,8775,11057,1949,36.8,39.3,1,2
25.8,76.1,25.8,30.4,24.3,7.1,17446,21829,3871,63,48.4,2,2
23.8,79,27.9,29.8,25.9,9.2,9581,13866,2850,80.4,45.8,2,2
22.5,77.9,34,-1111.1,19.3,9.6,6316,7546,1651,44.4,38.6,2,2
26.6,71.9,22,24.8,24.4,6.6,7878,9370,2255,76.8,37.8,2,2
27.8,-1111.1,25,-1111.1,20.8,7.2,6410,9545,1727,40.9,31.4,1,2
22.1,81.8,17.3,-1111.1,27.8,3,4958,5895,1321,65.8,28.8,1,2
33.5,83.7,26.6,-1111.1,23.8,9.8,6479,7753,1417,65.2,31.6,2,2
23.6,73.2,20.8,26,21.7,8.2,27350,34676,7407,86.8,61.4,1,2
23.9,73.7,23.9,26.3,22.7,8.1,88101,142541,24815,127.6,73.4,1,2
24.8,-1111.1,16.3,-1111.1,15.5,5.3,3812,6429,1148,46.5,36.2,1,2
23,-1111.1,24.5,-1111.1,28.3,9.9,6551,6161,1746,74.5,33.3,2,2
23.9,86.7,20.5,-1111.1,31,2.8,6157,7580,1693,57.5,37.8,2,2
26.7,74.6,17.3,21.3,24.2,9,5070,8700,1424,54,37.1,1,1
-1111.1,-1111.1,20.3,-1111.1,29.5,8.8,5559,7346,1402,38.2,34.2,2,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,392,1127,124,38.3,38.3,1,2
25.7,74.4,23.6,-1111.1,21.1,10.9,6496,9922,1766,40.8,31.4,2,1
21.7,70.1,25.9,31.1,34.2,8.2,15303,12835,2816,61.9,43.8,2,2
34.6,73.5,23,23.6,18.7,8.8,517807,256297,41803,122.2,43.8,1,2
-1111.1,-1111.1,27.7,-1111.1,19.4,14.9,3135,3572,639,56.5,26.3,2,2
17.7,-1111.1,20.1,16,22.1,4.9,5594,7938,1417,53,35.8,2,2
22,-1111.1,28.1,-1111.1,29.1,4.8,5640,8940,1670,72.5,39.8,1,2
23.6,72.6,22.2,26.1,22.2,7.3,73790,94187,17053,159.5,71.5,1,2
33.6,-1111.1,23.5,-1111.1,30.4,5.6,6214,9489,1553,57.2,42.9,2,2
25.3,73,16.6,24.5,18.1,6,135051,197122,23160,206.7,113.6,2,2
24.5,71,15.9,23.1,18.7,6.6,222281,191138,27406,287.7,118.6,1,2
24.4,75.5,25.4,27.8,26.5,7.1,20520,33133,6675,50.2,47.5,2,2
23.4,74.4,21.1,34.1,23.3,7.4,23087,36390,8227,90.6,49.6,2,2
22.5,72.3,22.8,26.4,21.7,6.4,46025,62150,11059,141,59.4,1,2
16.9,68.5,19.3,21.3,16.1,6.2,7904,13805,2354,79.5,48.8,1,2
25.4,75.9,23.9,28.1,23.2,6.5,42640,35128,8437,69.5,44.5,1,2
-1111.1,-1111.1,27.3,-1111.1,21.3,10.3,4812,5268,1130,34.6,20.7,1,1
25.7,82.8,26.6,20.3,32.1,5.8,13440,14457,3842,39.7,30.8,1,2
20.5,75.3,21.1,-1111.1,25.4,6.4,6878,9054,1708,156.2,41.4,2,2
21.4,-1111.1,17.2,16.8,19.6,5.8,9091,9471,1712,71.6,39.8,1,2
33.5,73.9,17.1,22.9,16.6,6.3,432812,252241,32718,105.3,57.5,1,2
20.4,74.2,23,33.2,25.1,9.8,13699,20089,3736,63.8,49.6,1,2
28.3,77.8,22.6,20.9,27.3,6.6,54159,49520,11310,147.7,61.1,1,2
28.1,71.4,18.1,28.6,17.8,8.7,37462,35703,5755,126,95.9,1,2
25.8,74.2,25,32.1,25.2,10.6,13300,15264,3553,59.3,31.4,2,2
18.4,76.4,20.4,22.6,23.4,6.5,14000,24375,4068,70.7,43.7,2,2
23.2,67.9,25.2,30.8,21.4,9,12492,24732,4369,112.7,75.8,1,2
-1111.1,-1111.1,16.9,-1111.1,-1111.1,4.9,3250,4493,889,27.9,24.8,2,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,1,2287,2612,510,36.2,20.7,2,1
-1111.1,-1111.1,23.2,-1111.1,-1111.1,4.6,3811,4637,965,25.8,23,1,2
25.2,84.1,25.5,27.1,35.1,7.9,10615,14572,2880,66.9,32.4,2,2
27.5,73.7,19.8,25.2,20.9,6.3,152067,172469,34326,96.3,70.1,1,2
25.2,76.7,22.6,24.5,30.9,9.7,10586,10422,2748,53.6,31.4,1,2
21.3,80.4,21.7,-1111.1,24.6,5.7,4843,6790,1094,40.8,19.4,2,2
17.4,63.1,18.8,25.2,16.3,4.8,9291,9436,1568,93,52,1,2
21.4,71.6,22.7,30.6,23.2,9.5,20894,22734,5064,84.3,51.5,1,2
17.7,-1111.1,22.6,-1111.1,29.9,11.4,5655,9803,2002,114.4,67.1,1,2
24.9,-1111.1,25.4,-1111.1,24.2,5.4,6401,8350,1718,31.7,19,1,2
28.5,69.8,24.9,25.6,29.6,8.1,8778,12343,3201,47,33.1,1,2
22.7,67.3,15.2,22.7,13.9,6.7,96447,126011,14072,227,97.3,1,2
20,-1111.1,25.7,-1111.1,19.9,6.4,3797,5264,1011,56.2,37.5,2,1
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,7.9,2990,3947,643,72.7,20.2,1,2
25.5,81.1,25.1,27.9,30.2,9.1,19158,19012,3522,64.8,39.1,1,2
28.4,91.7,26.7,-1111.1,25.9,7.1,4202,4010,939,33.8,16.9,2,1
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,10.5,1591,2101,411,110.1,18.3,2,2
29,-1111.1,-1111.1,-1111.1,-1111.1,11.4,3843,3317,1002,31.4,11.8,1,2
30.3,72.4,20.7,28.1,28.4,7.6,3596,4399,878,59.2,15.8,1,2
30.8,-1111.1,16,-1111.1,24.8,6.3,2268,3007,570,85,22.7,2,2
31.8,79.3,33.8,-1111.1,26,17.2,7675,7184,1908,76.1,19.6,1,2
-1111.1,-1111.1,-1111.1,-1111.1,15.9,18.3,3972,3267,1131,20.5,5.1,1,2
37.9,83.5,33.8,21,22.8,11.3,5974,3998,1610,48.6,15.2,1,2
25.9,75.1,25.8,24,28.7,9.8,12143,13296,2911,39.3,16.8,1,2
22.8,72.3,21.6,26.4,25.1,6.9,25073,31486,6366,143.5,42,2,2
25.5,78.4,26.5,26,33.5,7,11903,11144,2988,73.8,21.3,2,2
27.9,73.7,25.1,23.8,23.4,10.9,16660,17179,3330,93.2,20.6,1,2
31.1,84.6,27.8,36.9,24.7,10.3,9797,10323,2384,51.8,19,2,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,823,976,193,0,0,2,2
24.9,76,24.5,29.8,21.6,8.3,8123,9343,1606,65.6,46.4,1,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,5.1,2595,2695,811,21.2,12.7,1,2
26.8,83.1,24.6,30.7,22.4,7.1,18479,18580,3290,81.8,32.3,2,2
